Browser,Event,Object Parameters,Chart,Status
Chrome,chartrollout,"('dObj5 = ', 308)",sankey,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",sankey,PASS
Chrome,chartrollout,"('dObj7 = ', 300)",sankey,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",sankey,PASS
Chrome,chartrollout,"('dObj9 = ', 600)",sankey,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",sankey,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",chord,PASS
Chrome,chartclick,"('eventId = ', 829)",chord,PASS
Chrome,chartclick,"('cancelled = ', False)",chord,PASS
Chrome,chartclick,"('stopPropagation = ', {})",chord,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",chord,PASS
Chrome,chartclick,"('preventDefault = ', {})",chord,PASS
Chrome,chartclick,"('detached = ', False)",chord,PASS
Chrome,chartclick,"('detachHandler = ', {})",chord,PASS
Chrome,chartclick,"('senderChartType = ', u'chord')",chord,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",chord,PASS
Chrome,chartclick,"('dObj2 = ', u'600')",chord,PASS
Chrome,chartclick,"('dObj4 = ', 438)",chord,PASS
Chrome,chartclick,"('dObj5 = ', 308)",chord,PASS
Chrome,chartclick,"('dObj6 = ', 430)",chord,PASS
Chrome,chartclick,"('dObj7 = ', 300)",chord,PASS
Chrome,chartclick,"('dObj8 = ', 800)",chord,PASS
Chrome,chartclick,"('dObj9 = ', 600)",chord,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",chord,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",chord,PASS
Chrome,chartrollover,"('eventId = ', 819)",chord,PASS
Chrome,chartrollover,"('cancelled = ', False)",chord,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",chord,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",chord,PASS
Chrome,chartrollover,"('preventDefault = ', {})",chord,PASS
Chrome,chartrollover,"('detached = ', False)",chord,PASS
Chrome,chartrollover,"('detachHandler = ', {})",chord,PASS
Chrome,chartrollover,"('senderChartType = ', u'chord')",chord,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",chord,PASS
Chrome,chartrollover,"('dObj2 = ', u'600')",chord,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",chord,PASS
Chrome,chartrollover,"('dObj5 = ', 308)",chord,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",chord,PASS
Chrome,chartrollover,"('dObj7 = ', 300)",chord,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",chord,PASS
Chrome,chartrollover,"('dObj9 = ', 600)",chord,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",chord,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",chord,PASS
Chrome,chartrollout,"('eventId = ', 830)",chord,PASS
Chrome,chartrollout,"('cancelled = ', False)",chord,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",chord,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",chord,PASS
Chrome,chartrollout,"('preventDefault = ', {})",chord,PASS
Chrome,chartrollout,"('detached = ', False)",chord,PASS
Chrome,chartrollout,"('detachHandler = ', {})",chord,PASS
Chrome,chartrollout,"('senderChartType = ', u'chord')",chord,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",chord,PASS
Chrome,chartrollout,"('dObj2 = ', u'600')",chord,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",chord,PASS
Chrome,chartrollout,"('dObj5 = ', 308)",chord,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",chord,PASS
Chrome,chartrollout,"('dObj7 = ', 300)",chord,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",chord,PASS
Chrome,chartrollout,"('dObj9 = ', 600)",chord,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",chord,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",heatmap,PASS
Chrome,chartclick,"('eventId = ', 391)",heatmap,PASS
Chrome,chartclick,"('cancelled = ', False)",heatmap,PASS
Chrome,chartclick,"('stopPropagation = ', {})",heatmap,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",heatmap,PASS
Chrome,chartclick,"('preventDefault = ', {})",heatmap,PASS
Chrome,chartclick,"('detached = ', False)",heatmap,PASS
Chrome,chartclick,"('detachHandler = ', {})",heatmap,PASS
Chrome,chartclick,"('senderChartType = ', u'heatmap')",heatmap,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",heatmap,PASS
Chrome,chartclick,"('dObj2 = ', u'600')",heatmap,PASS
Chrome,chartclick,"('dObj4 = ', 438)",heatmap,PASS
Chrome,chartclick,"('dObj5 = ', 308)",heatmap,PASS
Chrome,chartclick,"('dObj6 = ', 430)",heatmap,PASS
Chrome,chartclick,"('dObj7 = ', 300)",heatmap,PASS
Chrome,chartclick,"('dObj8 = ', 800)",heatmap,PASS
Chrome,chartclick,"('dObj9 = ', 600)",heatmap,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",heatmap,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",heatmap,PASS
Chrome,chartrollover,"('eventId = ', 361)",heatmap,PASS
Chrome,chartrollover,"('cancelled = ', False)",heatmap,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",heatmap,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",heatmap,PASS
Chrome,chartrollover,"('preventDefault = ', {})",heatmap,PASS
Chrome,chartrollover,"('detached = ', False)",heatmap,PASS
Chrome,chartrollover,"('detachHandler = ', {})",heatmap,PASS
Chrome,chartrollover,"('senderChartType = ', u'heatmap')",heatmap,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",heatmap,PASS
Chrome,chartrollover,"('dObj2 = ', u'600')",heatmap,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",heatmap,PASS
Chrome,chartrollover,"('dObj5 = ', 308)",heatmap,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",heatmap,PASS
Chrome,chartrollover,"('dObj7 = ', 300)",heatmap,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",heatmap,PASS
Chrome,chartrollover,"('dObj9 = ', 600)",heatmap,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",heatmap,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",heatmap,PASS
Chrome,chartrollout,"('eventId = ', 395)",heatmap,PASS
Chrome,chartrollout,"('cancelled = ', False)",heatmap,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",heatmap,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",heatmap,PASS
Chrome,chartrollout,"('preventDefault = ', {})",heatmap,PASS
Chrome,chartrollout,"('detached = ', False)",heatmap,PASS
Chrome,chartrollout,"('detachHandler = ', {})",heatmap,PASS
Chrome,chartrollout,"('senderChartType = ', u'heatmap')",heatmap,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",heatmap,PASS
Chrome,chartrollout,"('dObj2 = ', u'600')",heatmap,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",heatmap,PASS
Chrome,chartrollout,"('dObj5 = ', 308)",heatmap,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",heatmap,PASS
Chrome,chartrollout,"('dObj7 = ', 300)",heatmap,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",heatmap,PASS
Chrome,chartrollout,"('dObj9 = ', 600)",heatmap,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",heatmap,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",combination,PASS
Chrome,chartclick,"('eventId = ', 417)",combination,PASS
Chrome,chartclick,"('cancelled = ', False)",combination,PASS
Chrome,chartclick,"('stopPropagation = ', {})",combination,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",combination,PASS
Chrome,chartclick,"('preventDefault = ', {})",combination,PASS
Chrome,chartclick,"('detached = ', False)",combination,PASS
Chrome,chartclick,"('detachHandler = ', {})",combination,PASS
Chrome,chartclick,"('senderChartType = ', u'combination')",combination,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",combination,PASS
Chrome,chartclick,"('dObj2 = ', u'600')",combination,PASS
Chrome,chartclick,"('dObj4 = ', 438)",combination,PASS
Chrome,chartclick,"('dObj5 = ', 319)",combination,PASS
Chrome,chartclick,"('dObj6 = ', 430)",combination,PASS
Chrome,chartclick,"('dObj7 = ', 293)",combination,PASS
Chrome,chartclick,"('dObj8 = ', 800)",combination,PASS
Chrome,chartclick,"('dObj9 = ', 600)",combination,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",combination,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",combination,PASS
Chrome,chartrollover,"('eventId = ', 385)",combination,PASS
Chrome,chartrollover,"('cancelled = ', False)",combination,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",combination,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",combination,PASS
Chrome,chartrollover,"('preventDefault = ', {})",combination,PASS
Chrome,chartrollover,"('detached = ', False)",combination,PASS
Chrome,chartrollover,"('detachHandler = ', {})",combination,PASS
Chrome,chartrollover,"('senderChartType = ', u'combination')",combination,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",combination,PASS
Chrome,chartrollover,"('dObj2 = ', u'600')",combination,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",combination,PASS
Chrome,chartrollover,"('dObj5 = ', 319)",combination,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",combination,PASS
Chrome,chartrollover,"('dObj7 = ', 293)",combination,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",combination,PASS
Chrome,chartrollover,"('dObj9 = ', 600)",combination,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",combination,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",combination,PASS
Chrome,chartrollout,"('eventId = ', 421)",combination,PASS
Chrome,chartrollout,"('cancelled = ', False)",combination,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",combination,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",combination,PASS
Chrome,chartrollout,"('preventDefault = ', {})",combination,PASS
Chrome,chartrollout,"('detached = ', False)",combination,PASS
Chrome,chartrollout,"('detachHandler = ', {})",combination,PASS
Chrome,chartrollout,"('senderChartType = ', u'combination')",combination,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",combination,PASS
Chrome,chartrollout,"('dObj2 = ', u'600')",combination,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",combination,PASS
Chrome,chartrollout,"('dObj5 = ', 319)",combination,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",combination,PASS
Chrome,chartrollout,"('dObj7 = ', 293)",combination,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",combination,PASS
Chrome,chartrollout,"('dObj9 = ', 600)",combination,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",combination,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",bar,PASS
Chrome,chartclick,"('eventId = ', 362)",bar,PASS
Chrome,chartclick,"('cancelled = ', False)",bar,PASS
Chrome,chartclick,"('stopPropagation = ', {})",bar,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",bar,PASS
Chrome,chartclick,"('preventDefault = ', {})",bar,PASS
Chrome,chartclick,"('detached = ', False)",bar,PASS
Chrome,chartclick,"('detachHandler = ', {})",bar,PASS
Chrome,chartclick,"('senderChartType = ', u'bar')",bar,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",bar,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",bar,PASS
Chrome,chartclick,"('dObj4 = ', 438)",bar,PASS
Chrome,chartclick,"('dObj5 = ', 312)",bar,PASS
Chrome,chartclick,"('dObj6 = ', 430)",bar,PASS
Chrome,chartclick,"('dObj7 = ', 250)",bar,PASS
Chrome,chartclick,"('dObj8 = ', 800)",bar,PASS
Chrome,chartclick,"('dObj9 = ', 500)",bar,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",bar,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",bar,PASS
Chrome,chartrollover,"('eventId = ', 330)",bar,PASS
Chrome,chartrollover,"('cancelled = ', False)",bar,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",bar,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",bar,PASS
Chrome,chartrollover,"('preventDefault = ', {})",bar,PASS
Chrome,chartrollover,"('detached = ', False)",bar,PASS
Chrome,chartrollover,"('detachHandler = ', {})",bar,PASS
Chrome,chartrollover,"('senderChartType = ', u'bar')",bar,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",bar,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",bar,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",bar,PASS
Chrome,chartrollover,"('dObj5 = ', 312)",bar,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",bar,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",bar,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",bar,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",bar,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",bar,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",bar,PASS
Chrome,chartrollout,"('eventId = ', 366)",bar,PASS
Chrome,chartrollout,"('cancelled = ', False)",bar,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",bar,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",bar,PASS
Chrome,chartrollout,"('preventDefault = ', {})",bar,PASS
Chrome,chartrollout,"('detached = ', False)",bar,PASS
Chrome,chartrollout,"('detachHandler = ', {})",bar,PASS
Chrome,chartrollout,"('senderChartType = ', u'bar')",bar,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",bar,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",bar,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",bar,PASS
Chrome,chartrollout,"('dObj5 = ', 312)",bar,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",bar,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",bar,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",bar,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",bar,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",bar,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",column,PASS
Chrome,chartclick,"('eventId = ', 351)",column,PASS
Chrome,chartclick,"('cancelled = ', False)",column,PASS
Chrome,chartclick,"('stopPropagation = ', {})",column,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",column,PASS
Chrome,chartclick,"('preventDefault = ', {})",column,PASS
Chrome,chartclick,"('detached = ', False)",column,PASS
Chrome,chartclick,"('detachHandler = ', {})",column,PASS
Chrome,chartclick,"('senderChartType = ', u'column')",column,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",column,PASS
Chrome,chartclick,"('dObj2 = ', u'600')",column,PASS
Chrome,chartclick,"('dObj4 = ', 438)",column,PASS
Chrome,chartclick,"('dObj5 = ', 308)",column,PASS
Chrome,chartclick,"('dObj6 = ', 430)",column,PASS
Chrome,chartclick,"('dObj7 = ', 300)",column,PASS
Chrome,chartclick,"('dObj8 = ', 800)",column,PASS
Chrome,chartclick,"('dObj9 = ', 600)",column,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",column,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",column,PASS
Chrome,chartrollover,"('eventId = ', 325)",column,PASS
Chrome,chartrollover,"('cancelled = ', False)",column,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",column,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",column,PASS
Chrome,chartrollover,"('preventDefault = ', {})",column,PASS
Chrome,chartrollover,"('detached = ', False)",column,PASS
Chrome,chartrollover,"('detachHandler = ', {})",column,PASS
Chrome,chartrollover,"('senderChartType = ', u'column')",column,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",column,PASS
Chrome,chartrollover,"('dObj2 = ', u'600')",column,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",column,PASS
Chrome,chartrollover,"('dObj5 = ', 308)",column,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",column,PASS
Chrome,chartrollover,"('dObj7 = ', 300)",column,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",column,PASS
Chrome,chartrollover,"('dObj9 = ', 600)",column,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",column,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",column,PASS
Chrome,chartrollout,"('eventId = ', 353)",column,PASS
Chrome,chartrollout,"('cancelled = ', False)",column,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",column,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",column,PASS
Chrome,chartrollout,"('preventDefault = ', {})",column,PASS
Chrome,chartrollout,"('detached = ', False)",column,PASS
Chrome,chartrollout,"('detachHandler = ', {})",column,PASS
Chrome,chartrollout,"('senderChartType = ', u'column')",column,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",column,PASS
Chrome,chartrollout,"('dObj2 = ', u'600')",column,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",column,PASS
Chrome,chartrollout,"('dObj5 = ', 308)",column,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",column,PASS
Chrome,chartrollout,"('dObj7 = ', 300)",column,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",column,PASS
Chrome,chartrollout,"('dObj9 = ', 600)",column,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",column,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",radar,PASS
Chrome,chartclick,"('eventId = ', 307)",radar,PASS
Chrome,chartclick,"('cancelled = ', False)",radar,PASS
Chrome,chartclick,"('stopPropagation = ', {})",radar,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",radar,PASS
Chrome,chartclick,"('preventDefault = ', {})",radar,PASS
Chrome,chartclick,"('detached = ', False)",radar,PASS
Chrome,chartclick,"('detachHandler = ', {})",radar,PASS
Chrome,chartclick,"('senderChartType = ', u'radar')",radar,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",radar,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",radar,PASS
Chrome,chartclick,"('dObj4 = ', 438)",radar,PASS
Chrome,chartclick,"('dObj5 = ', 294)",radar,PASS
Chrome,chartclick,"('dObj6 = ', 430)",radar,PASS
Chrome,chartclick,"('dObj7 = ', 250)",radar,PASS
Chrome,chartclick,"('dObj8 = ', 800)",radar,PASS
Chrome,chartclick,"('dObj9 = ', 500)",radar,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",radar,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",radar,PASS
Chrome,chartrollover,"('eventId = ', 275)",radar,PASS
Chrome,chartrollover,"('cancelled = ', False)",radar,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",radar,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",radar,PASS
Chrome,chartrollover,"('preventDefault = ', {})",radar,PASS
Chrome,chartrollover,"('detached = ', False)",radar,PASS
Chrome,chartrollover,"('detachHandler = ', {})",radar,PASS
Chrome,chartrollover,"('senderChartType = ', u'radar')",radar,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",radar,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",radar,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",radar,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",radar,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",radar,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",radar,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",radar,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",radar,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",radar,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",radar,PASS
Chrome,chartrollout,"('eventId = ', 309)",radar,PASS
Chrome,chartrollout,"('cancelled = ', False)",radar,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",radar,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",radar,PASS
Chrome,chartrollout,"('preventDefault = ', {})",radar,PASS
Chrome,chartrollout,"('detached = ', False)",radar,PASS
Chrome,chartrollout,"('detachHandler = ', {})",radar,PASS
Chrome,chartrollout,"('senderChartType = ', u'radar')",radar,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",radar,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",radar,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",radar,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",radar,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",radar,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",radar,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",radar,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",radar,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",radar,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",area,PASS
Chrome,chartclick,"('eventId = ', 350)",area,PASS
Chrome,chartclick,"('cancelled = ', False)",area,PASS
Chrome,chartclick,"('stopPropagation = ', {})",area,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",area,PASS
Chrome,chartclick,"('preventDefault = ', {})",area,PASS
Chrome,chartclick,"('detached = ', False)",area,PASS
Chrome,chartclick,"('detachHandler = ', {})",area,PASS
Chrome,chartclick,"('senderChartType = ', u'area')",area,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",area,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",area,PASS
Chrome,chartclick,"('dObj4 = ', 438)",area,PASS
Chrome,chartclick,"('dObj5 = ', 294)",area,PASS
Chrome,chartclick,"('dObj6 = ', 430)",area,PASS
Chrome,chartclick,"('dObj7 = ', 250)",area,PASS
Chrome,chartclick,"('dObj8 = ', 800)",area,PASS
Chrome,chartclick,"('dObj9 = ', 500)",area,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",area,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",area,PASS
Chrome,chartrollover,"('eventId = ', 322)",area,PASS
Chrome,chartrollover,"('cancelled = ', False)",area,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",area,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",area,PASS
Chrome,chartrollover,"('preventDefault = ', {})",area,PASS
Chrome,chartrollover,"('detached = ', False)",area,PASS
Chrome,chartrollover,"('detachHandler = ', {})",area,PASS
Chrome,chartrollover,"('senderChartType = ', u'area')",area,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",area,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",area,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",area,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",area,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",area,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",area,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",area,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",area,PASS
Chrome,chartrollover,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",area,PASS
Chrome,chartrollout,"('eventType = ', u'chartrollout')",area,PASS
Chrome,chartrollout,"('eventId = ', 352)",area,PASS
Chrome,chartrollout,"('cancelled = ', False)",area,PASS
Chrome,chartrollout,"('stopPropagation = ', {})",area,PASS
Chrome,chartrollout,"('defaultPrevented = ', False)",area,PASS
Chrome,chartrollout,"('preventDefault = ', {})",area,PASS
Chrome,chartrollout,"('detached = ', False)",area,PASS
Chrome,chartrollout,"('detachHandler = ', {})",area,PASS
Chrome,chartrollout,"('senderChartType = ', u'area')",area,PASS
Chrome,chartrollout,"('dObj1 = ', u'800')",area,PASS
Chrome,chartrollout,"('dObj2 = ', u'500')",area,PASS
Chrome,chartrollout,"('dObj4 = ', 988)",area,PASS
Chrome,chartrollout,"('dObj5 = ', 294)",area,PASS
Chrome,chartrollout,"('dObj6 = ', 980)",area,PASS
Chrome,chartrollout,"('dObj7 = ', 250)",area,PASS
Chrome,chartrollout,"('dObj8 = ', 800)",area,PASS
Chrome,chartrollout,"('dObj9 = ', 500)",area,PASS
Chrome,chartrollout,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",area,PASS
Chrome,chartclick,"('eventType = ', u'chartclick')",angulargauge,PASS
Chrome,chartclick,"('eventId = ', 262)",angulargauge,PASS
Chrome,chartclick,"('cancelled = ', False)",angulargauge,PASS
Chrome,chartclick,"('stopPropagation = ', {})",angulargauge,PASS
Chrome,chartclick,"('defaultPrevented = ', False)",angulargauge,PASS
Chrome,chartclick,"('preventDefault = ', {})",angulargauge,PASS
Chrome,chartclick,"('detached = ', False)",angulargauge,PASS
Chrome,chartclick,"('detachHandler = ', {})",angulargauge,PASS
Chrome,chartclick,"('senderChartType = ', u'angulargauge')",angulargauge,PASS
Chrome,chartclick,"('dObj1 = ', u'800')",angulargauge,PASS
Chrome,chartclick,"('dObj2 = ', u'500')",angulargauge,PASS
Chrome,chartclick,"('dObj4 = ', 438)",angulargauge,PASS
Chrome,chartclick,"('dObj5 = ', 294)",angulargauge,PASS
Chrome,chartclick,"('dObj6 = ', 430)",angulargauge,PASS
Chrome,chartclick,"('dObj7 = ', 250)",angulargauge,PASS
Chrome,chartclick,"('dObj8 = ', 800)",angulargauge,PASS
Chrome,chartclick,"('dObj9 = ', 500)",angulargauge,PASS
Chrome,chartclick,"('dObj10 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",angulargauge,PASS
Chrome,chartrollover,"('eventType = ', u'chartrollover')",angulargauge,PASS
Chrome,chartrollover,"('eventId = ', 252)",angulargauge,PASS
Chrome,chartrollover,"('cancelled = ', False)",angulargauge,PASS
Chrome,chartrollover,"('stopPropagation = ', {})",angulargauge,PASS
Chrome,chartrollover,"('defaultPrevented = ', False)",angulargauge,PASS
Chrome,chartrollover,"('preventDefault = ', {})",angulargauge,PASS
Chrome,chartrollover,"('detached = ', False)",angulargauge,PASS
Chrome,chartrollover,"('detachHandler = ', {})",angulargauge,PASS
Chrome,chartrollover,"('senderChartType = ', u'angulargauge')",angulargauge,PASS
Chrome,chartrollover,"('dObj1 = ', u'800')",angulargauge,PASS
Chrome,chartrollover,"('dObj2 = ', u'500')",angulargauge,PASS
Chrome,chartrollover,"('dObj4 = ', 408)",angulargauge,PASS
Chrome,chartrollover,"('dObj5 = ', 294)",angulargauge,PASS
Chrome,chartrollover,"('dObj6 = ', 400)",angulargauge,PASS
Chrome,chartrollover,"('dObj7 = ', 250)",angulargauge,PASS
Chrome,chartrollover,"('dObj8 = ', 800)",angulargauge,PASS
Chrome,chartrollover,"('dObj9 = ', 500)",angulargauge,PASS
