Browser,Event,Object Parameters,Chart,Status
Chrome,rendered,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,rendered,"('dObj1 = ', u'javascript')",stackedarea,PASS
Chrome,ready,"('eventType = ', u'ready')",stackedarea,PASS
Chrome,ready,"('eventId = ', 93)",stackedarea,PASS
Chrome,ready,"('cancelled = ', False)",stackedarea,PASS
Chrome,ready,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,ready,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,ready,"('preventDefault = ', {})",stackedarea,PASS
Chrome,ready,"('detached = ', False)",stackedarea,PASS
Chrome,ready,"('detachHandler = ', {})",stackedarea,PASS
Chrome,ready,"('senderChartType = ', u'FroalaCharts')",stackedarea,PASS
Chrome,ready,"('dObj1 = ', True)",stackedarea,PASS
Chrome,beforeinitialize,"('eventType = ', u'beforeinitialize')",stackedarea,PASS
Chrome,beforeinitialize,"('eventId = ', 94)",stackedarea,PASS
Chrome,beforeinitialize,"('cancelled = ', False)",stackedarea,PASS
Chrome,beforeinitialize,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,beforeinitialize,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,beforeinitialize,"('preventDefault = ', {})",stackedarea,PASS
Chrome,beforeinitialize,"('detached = ', False)",stackedarea,PASS
Chrome,beforeinitialize,"('detachHandler = ', {})",stackedarea,PASS
Chrome,beforeinitialize,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,beforeinitialize,"('dataFormat = ', u'JSON')",stackedarea,PASS
Chrome,beforeinitialize,"('dataSource = ', u'{""chart"":{""caption"":""Yearly Energy Production"",""numbersuffix"":"" TWh"",""formatnumberscale"":""0"",""showvalues"":""0"",""drawcrossline"":""1"",""showsum"":""1"",""plottooltext"":""$dataValue from $seriesName"",""theme"":""fusion""},""categories"":[{""category"":[{""label"":""Canada""},{""label"":""China""},{""label"":""Russia""},{""label"":""Australia""},{""label"":""United States""},{""label"":""France""}]}],""dataset"":[{""seriesname"":""Coal"",""data"":[{""value"":""400""},{""value"":""830""},{""value"":""500""},{""value"":""420""},{""value"":""790""},{""value"":""380""}]},{""seriesname"":""Hydro"",""data"":[{""value"":""350""},{""value"":""620""},{""value"":""410""},{""value"":""370""},{""value"":""720""},{""value"":""310""}]},{""seriesname"":""Nuclear"",""data"":[{""value"":""210""},{""value"":""400""},{""value"":""450""},{""value"":""180""},{""value"":""570""},{""value"":""270""}]},{""seriesname"":""Gas"",""data"":[{""value"":""180""},{""value"":""330""},{""value"":""230""},{""value"":""160""},{""value"":""440""},{""value"":""350""}]},{""seriesname"":""Oil"",""data"":[{""value"":""60""},{""value"":""200""},{""value"":""200""},{""value"":""50""},{""value"":""230""},{""value"":""150""}]}]}')",stackedarea,PASS
Chrome,beforeinitialize,"('height = ', u'500')",stackedarea,PASS
Chrome,beforeinitialize,"('renderAt = ', u'chart-container')",stackedarea,PASS
Chrome,beforeinitialize,"('type = ', u'stackedarea')",stackedarea,PASS
Chrome,beforeinitialize,"('width = ', u'800')",stackedarea,PASS
Chrome,beforerender,"('eventType = ', u'beforerender')",stackedarea,PASS
Chrome,beforerender,"('eventId = ', 103)",stackedarea,PASS
Chrome,beforerender,"('cancelled = ', False)",stackedarea,PASS
Chrome,beforerender,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,beforerender,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,beforerender,"('preventDefault = ', {})",stackedarea,PASS
Chrome,beforerender,"('detached = ', False)",stackedarea,PASS
Chrome,beforerender,"('detachHandler = ', {})",stackedarea,PASS
Chrome,beforerender,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,beforerender,"('Container = ', u'chart-container')",stackedarea,PASS
Chrome,beforerender,"('height = ', u'500')",stackedarea,PASS
Chrome,beforerender,"('rendered = ', u'javascript')",stackedarea,PASS
Chrome,beforerender,"('width = ', u'800')",stackedarea,PASS
Chrome,rendercomplete,"('eventType = ', u'rendercomplete')",stackedarea,PASS
Chrome,rendercomplete,"('eventId = ', 397)",stackedarea,PASS
Chrome,rendercomplete,"('cancelled = ', False)",stackedarea,PASS
Chrome,rendercomplete,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,rendercomplete,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,rendercomplete,"('preventDefault = ', {})",stackedarea,PASS
Chrome,rendercomplete,"('detached = ', False)",stackedarea,PASS
Chrome,rendercomplete,"('detachHandler = ', {})",stackedarea,PASS
Chrome,rendercomplete,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,rendercomplete,"('Container = ', 1)",stackedarea,PASS
Chrome,rendercomplete,"('height = ', 500)",stackedarea,PASS
Chrome,rendercomplete,"('rendered = ', u'javascript')",stackedarea,PASS
Chrome,rendercomplete,"('width = ', 800)",stackedarea,PASS
Chrome,loaded,"('eventType = ', u'loaded')",stackedarea,PASS
Chrome,loaded,"('eventId = ', 96)",stackedarea,PASS
Chrome,loaded,"('cancelled = ', False)",stackedarea,PASS
Chrome,loaded,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,loaded,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,loaded,"('preventDefault = ', {})",stackedarea,PASS
Chrome,loaded,"('detached = ', False)",stackedarea,PASS
Chrome,loaded,"('detachHandler = ', {})",stackedarea,PASS
Chrome,loaded,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,loaded,"('renderer = ', u'javascript')",stackedarea,PASS
Chrome,loaded,"('type = ', u'stackedarea')",stackedarea,PASS
Chrome,initialized,"('eventType = ', u'initialized')",stackedarea,PASS
Chrome,initialized,"('eventId = ', 100)",stackedarea,PASS
Chrome,initialized,"('cancelled = ', False)",stackedarea,PASS
Chrome,initialized,"('stopPropagation = ', {})",stackedarea,PASS
Chrome,initialized,"('defaultPrevented = ', False)",stackedarea,PASS
Chrome,initialized,"('preventDefault = ', {})",stackedarea,PASS
Chrome,initialized,"('detached = ', False)",stackedarea,PASS
Chrome,initialized,"('detachHandler = ', {})",stackedarea,PASS
Chrome,initialized,"('senderChartType = ', u'stackedarea')",stackedarea,PASS
Chrome,initialized,"('dataFormat = ', u'JSON')",stackedarea,PASS
Chrome,initialized,"('dataSource = ', {u'chart': {u'plottooltext': u'$dataValue from $seriesName', u'numbersuffix': u' TWh', u'showvalues': u'0', u'caption': u'Yearly Energy Production', u'theme': u'fusion', u'formatnumberscale': u'0', u'showsum': u'1', u'drawcrossline': u'1'}, u'categories': [{u'category': [{u'label': u'Canada'}, {u'label': u'China'}, {u'label': u'Russia'}, {u'label': u'Australia'}, {u'label': u'United States'}, {u'label': u'France'}]}], u'dataset': [{u'seriesname': u'Coal', u'data': [{u'value': u'400'}, {u'value': u'830'}, {u'value': u'500'}, {u'value': u'420'}, {u'value': u'790'}, {u'value': u'380'}]}, {u'seriesname': u'Hydro', u'data': [{u'value': u'350'}, {u'value': u'620'}, {u'value': u'410'}, {u'value': u'370'}, {u'value': u'720'}, {u'value': u'310'}]}, {u'seriesname': u'Nuclear', u'data': [{u'value': u'210'}, {u'value': u'400'}, {u'value': u'450'}, {u'value': u'180'}, {u'value': u'570'}, {u'value': u'270'}]}, {u'seriesname': u'Gas', u'data': [{u'value': u'180'}, {u'value': u'330'}, {u'value': u'230'}, {u'value': u'160'}, {u'value': u'440'}, {u'value': u'350'}]}, {u'seriesname': u'Oil', u'data': [{u'value': u'60'}, {u'value': u'200'}, {u'value': u'200'}, {u'value': u'50'}, {u'value': u'230'}, {u'value': u'150'}]}]})",stackedarea,PASS
Chrome,initialized,"('height = ', u'500')",stackedarea,PASS
Chrome,initialized,"('renderAt = ', u'chart-container')",stackedarea,PASS
Chrome,initialized,"('type = ', u'stackedarea')",stackedarea,PASS
Chrome,initialized,"('width = ', u'800')",stackedarea,PASS
Chrome,dataloaderror,"('eventType = ', u'dataloaderror')",pie_URLerror,PASS
Chrome,dataloaderror,"('eventId = ', 121)",pie_URLerror,PASS
Chrome,dataloaderror,"('cancelled = ', False)",pie_URLerror,PASS
Chrome,dataloaderror,"('stopPropagation = ', {})",pie_URLerror,PASS
Chrome,dataloaderror,"('defaultPrevented = ', False)",pie_URLerror,PASS
Chrome,dataloaderror,"('preventDefault = ', {})",pie_URLerror,PASS
Chrome,dataloaderror,"('detached = ', False)",pie_URLerror,PASS
Chrome,dataloaderror,"('detachHandler = ', {})",pie_URLerror,PASS
Chrome,dataloaderror,"('senderChartType = ', u'pie')",pie_URLerror,PASS
Chrome,dataloaderror,"('dObj1 = ', u'_https://static.fusioncharts.com/fiddle/getSampleJSON.php')",pie_URLerror,PASS
Chrome,dataloaderror,"('dObj2 = ', u'json')",pie_URLerror,PASS
Chrome,dataloaderror,"('dObj3 = ', True)",pie_URLerror,PASS
Chrome,dataloaderror,"('dObj4 = ', 403)",pie_URLerror,PASS
Chrome,dataloadrequested,"('eventType = ', u'dataloadrequested')",pie_URL,PASS
Chrome,dataloadrequested,"('eventId = ', 98)",pie_URL,PASS
Chrome,dataloadrequested,"('cancelled = ', False)",pie_URL,PASS
Chrome,dataloadrequested,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,dataloadrequested,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,dataloadrequested,"('preventDefault = ', {})",pie_URL,PASS
Chrome,dataloadrequested,"('detached = ', False)",pie_URL,PASS
Chrome,dataloadrequested,"('detachHandler = ', {})",pie_URL,PASS
Chrome,dataloadrequested,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,dataloadrequested,"('dObj1 = ', u'XmlHttpRequest')",pie_URL,PASS
Chrome,dataloadrequested,url is not correct,pie_URL,FAIL
Chrome,dataloadrequested,"('dObj3 = ', u'json')",pie_URL,PASS
Chrome,dataloadrequested,"('dObj4 = ', True)",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('eventType = ', u'dataloadrequestcompleted')",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('eventId = ', 121)",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('cancelled = ', False)",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('preventDefault = ', {})",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('detached = ', False)",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('detachHandler = ', {})",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('dObj1 = ', u'XmlHttpRequest')",pie_URL,PASS
Chrome,dataloadrequestcompleted,url is not correct,pie_URL,FAIL
Chrome,dataloadrequestcompleted,"('dObj3 = ', u'json')",pie_URL,PASS
Chrome,dataloadrequestcompleted,"('dObj4 = ', True)",pie_URL,PASS
Chrome,dataloadrequestcompleted,responseURL is not correct,pie_URL,FAIL
Chrome,beforedataupdate,"('eventType = ', u'beforedataupdate')",pie_URL,PASS
Chrome,beforedataupdate,"('eventId = ', 122)",pie_URL,PASS
Chrome,beforedataupdate,"('cancelled = ', False)",pie_URL,PASS
Chrome,beforedataupdate,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,beforedataupdate,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,beforedataupdate,"('preventDefault = ', {})",pie_URL,PASS
Chrome,beforedataupdate,"('detached = ', False)",pie_URL,PASS
Chrome,beforedataupdate,"('detachHandler = ', {})",pie_URL,PASS
Chrome,beforedataupdate,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,beforedataupdate,"('dObj1 = ', u'http://upload.wikimedia.org/wikipedia/commons/Misc_fruit.jpg')",pie_URL,PASS
Chrome,beforedataupdate,"('dObj2 = ', u'json')",pie_URL,PASS
Chrome,beforedataupdate,"('dObj3 = ', u'json')",pie_URL,PASS
Chrome,beforedataupdate,"('dObj4 = ', True)",pie_URL,PASS
Chrome,dataupdated,"('eventType = ', u'dataupdated')",pie_URL,PASS
Chrome,dataupdated,"('eventId = ', 123)",pie_URL,PASS
Chrome,dataupdated,"('cancelled = ', False)",pie_URL,PASS
Chrome,dataupdated,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,dataupdated,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,dataupdated,"('preventDefault = ', {})",pie_URL,PASS
Chrome,dataupdated,"('detached = ', False)",pie_URL,PASS
Chrome,dataupdated,"('detachHandler = ', {})",pie_URL,PASS
Chrome,dataupdated,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,dataupdated,"('dObj1 = ', u'http://upload.wikimedia.org/wikipedia/commons/Misc_fruit.jpg')",pie_URL,PASS
Chrome,dataupdated,"('dObj2 = ', u'json')",pie_URL,PASS
Chrome,dataupdated,"('dObj3 = ', u'json')",pie_URL,PASS
Chrome,dataupdated,"('dObj4 = ', True)",pie_URL,PASS
Chrome,dataloaded,"('eventType = ', u'dataloaded')",pie_URL,PASS
Chrome,dataloaded,"('eventId = ', 138)",pie_URL,PASS
Chrome,dataloaded,"('cancelled = ', False)",pie_URL,PASS
Chrome,dataloaded,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,dataloaded,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,dataloaded,"('preventDefault = ', {})",pie_URL,PASS
Chrome,dataloaded,"('detached = ', False)",pie_URL,PASS
Chrome,dataloaded,"('detachHandler = ', {})",pie_URL,PASS
Chrome,dataloaded,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,beforedataload,"('eventType = ', u'beforedataload')",pie_URL,PASS
Chrome,beforedataload,"('eventId = ', 137)",pie_URL,PASS
Chrome,beforedataload,"('cancelled = ', False)",pie_URL,PASS
Chrome,beforedataload,"('stopPropagation = ', {})",pie_URL,PASS
Chrome,beforedataload,"('defaultPrevented = ', False)",pie_URL,PASS
Chrome,beforedataload,"('preventDefault = ', {})",pie_URL,PASS
Chrome,beforedataload,"('detached = ', False)",pie_URL,PASS
Chrome,beforedataload,"('detachHandler = ', {})",pie_URL,PASS
Chrome,beforedataload,"('senderChartType = ', u'pie')",pie_URL,PASS
Chrome,beforedataload,"('dObj = ', u'froala')",pie_URL,PASS
Chrome,dataupdatecancelled,"('eventType = ', u'dataupdatecancelled')",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('eventId = ', 123)",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('cancelled = ', False)",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('stopPropagation = ', {})",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('defaultPrevented = ', False)",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('preventDefault = ', {})",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('detached = ', False)",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('detachHandler = ', {})",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('senderChartType = ', u'pie')",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('dObj1 = ', u'http://upload.wikimedia.org/wikipedia/commons/Misc_fruit.jpg')",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('dObj2 = ', u'json')",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('dObj3 = ', u'json')",pie_du_cancelled,PASS
Chrome,dataupdatecancelled,"('dObj4 = ', True)",pie_du_cancelled,PASS
Chrome,dataloadrequestcancelled,"('eventType = ', u'dataloadrequestcancelled')",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('eventId = ', 99)",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('cancelled = ', False)",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('stopPropagation = ', {})",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('defaultPrevented = ', False)",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('preventDefault = ', {})",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('detached = ', False)",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('detachHandler = ', {})",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('senderChartType = ', u'pie')",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('dObj1 = ', u'XmlHttpRequest')",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('dObj2 = ', u'https://static.fusioncharts.com/fiddle/getSampleJSON.php')",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('dObj3 = ', u'json')",pie_dlreq_cancelled,PASS
Chrome,dataloadrequestcancelled,"('dObj4 = ', True)",pie_dlreq_cancelled,PASS
Chrome,datainvalid,"('eventType = ', u'datainvalid')",pie_invalid,PASS
Chrome,datainvalid,"('eventId = ', 104)",pie_invalid,PASS
Chrome,datainvalid,"('cancelled = ', False)",pie_invalid,PASS
Chrome,datainvalid,"('stopPropagation = ', {})",pie_invalid,PASS
Chrome,datainvalid,"('defaultPrevented = ', False)",pie_invalid,PASS
Chrome,datainvalid,"('preventDefault = ', {})",pie_invalid,PASS
Chrome,datainvalid,"('detached = ', False)",pie_invalid,PASS
Chrome,datainvalid,"('detachHandler = ', {})",pie_invalid,PASS
Chrome,datainvalid,"('senderChartType = ', u'pie')",pie_invalid,PASS
Chrome,datainvalid,"('dObj1 = ', None)",pie_invalid,PASS
Chrome,centerlabelclick,"('eventType = ', u'centerlabelclick')",doughnut,PASS
Chrome,centerlabelclick,"('eventId = ', 411)",doughnut,PASS
Chrome,centerlabelclick,"('cancelled = ', False)",doughnut,PASS
Chrome,centerlabelclick,"('stopPropagation = ', {})",doughnut,PASS
Chrome,centerlabelclick,"('defaultPrevented = ', False)",doughnut,PASS
Chrome,centerlabelclick,"('preventDefault = ', {})",doughnut,PASS
Chrome,centerlabelclick,"('detached = ', False)",doughnut,PASS
Chrome,centerlabelclick,"('detachHandler = ', {})",doughnut,PASS
Chrome,centerlabelclick,"('senderChartType = ', u'doughnut')",doughnut,PASS
Chrome,centerlabelclick,"('dObj1 = ', 800)",doughnut,PASS
Chrome,centerlabelclick,"('dObj2 = ', 600)",doughnut,PASS
Chrome,centerlabelclick,"('dObj3 = ', u'http://localhost:84/fc_events_automation/File/NewTestTry.html')",doughnut,PASS
Chrome,centerlabelclick,"('dObj4 = ', 600)",doughnut,PASS
Chrome,centerlabelclick,"('dObj5 = ', 800)",doughnut,PASS
Chrome,centerlabelclick,"('dObj6 = ', u'chartobject-1')",doughnut,PASS
Chrome,centerlabelclick,"('dObj8 = ', u'Total revenue: $64.08K')",doughnut,PASS
Chrome,centerlabelrollout,"('eventType = ', u'centerlabelrollout')",doughnut,PASS
